smiles,family,y_true,y_pred,abs_error,rf_pred,gb_pred,disagreement,max_tanimoto,nearest_train_smiles,ad_status,pri_recalibrated,pri_category,pri_as_published_equations,pri_as_deployed_code,conformal_halfwidth_a0.1,conformal_covered_a0.1,conformal_halfwidth_a0.2,conformal_covered_a0.2,conformal_halfwidth_a0.32,conformal_covered_a0.32
[*]c1ccc(-c2ccc(-c3sc(-c4c(F)c(F)c(-c5cc(CC(CCCCCCCC)CCCCCCCCCC)c([*])s5)c5nsnc45)cc3CC(CCCCCCCC)CCCCCCCCCC)s2)s1,aromatic_hc,301.15,298.72825594674003,2.4217440532599426,303.7678720534427,293.68863984003735,5.039616106702681,0.4871795,[*]c1ccc(-c2ccc(-c3sc(-c4ccc([Si](C)(C)[Si](C)(C)c5ccc(-c6cc(CCCCCCCC)c([*])s6)s5)s4)cc3CCCCCCCC)s2)s1,IN_DOMAIN,0.533065356641121,moderate,0.8311951109332781,0.8483213376660761,64.63697138107655,True,47.19460824353508,True,34.952748970918826,True
[*]c1ccc(-c2ccc(-c3sc(-c4ccc([Si](C)(C)[Si](C)(C)[Si](C)(C)[Si](C)(C)[Si](C)(C)[Si](C)(C)[Si](C)(C)[Si](C)(C)c5ccc(-c6cc(CCCCCCCC)c([*])s6)s5)s4)cc3CCCCCCCC)s2)s1,heterocycle,286.15,274.33764186533006,11.812358134669921,289.77283724414394,258.9024464865162,15.435195378813859,0.9122807,[*]c1ccc(-c2ccc(-c3sc(-c4ccc([Si](C)(C)[Si](C)(C)c5ccc(-c6cc(CCCCCCCC)c([*])s6)s5)s4)cc3CCCCCCCC)s2)s1,IN_DOMAIN,0.5647340222185042,moderate,0.8335989779904907,0.8119368102136869,121.54673436052731,True,88.74720440731409,True,65.7269733337513,True
[*]c1ccc(-c2ccc(-c3sc(-c4ccc([Si](C)(C)[Si](C)(C)[Si](C)(C)[Si](C)(C)c5ccc(-c6cc(CCCCCCCC)c([*])s6)s5)s4)cc3CCCCCCCC)s2)s1,heterocycle,279.15,271.86910610588507,7.280893894114911,289.77283724414394,253.96537496762622,17.903731138258863,0.9285714,[*]c1ccc(-c2ccc(-c3sc(-c4ccc([Si](C)(C)[Si](C)(C)c5ccc(-c6cc(CCCCCCCC)c([*])s6)s5)s4)cc3CCCCCCCC)s2)s1,IN_DOMAIN,0.5597123761460152,moderate,0.8273275856331531,0.8032969350556295,135.06053491930882,True,98.61428991001878,True,73.0346251076777,True
[*]c1ccc(-c2ccc(C(=O)c3ccc4c(c3)C(=O)N(c3ccc(Cc5ccc(N6C(=O)c7ccc(C(=O)c8ccc(-c9ccc(C([*])(C)C)cc9)cc8)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,polyimide,489.15,534.1403886314362,44.99038863143619,528.4588525396814,539.8219247231909,5.681536091754765,0.6727273,[*]c1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(C([*])(C)C)cc7)cc5)C6=O)cc4C3=O)cc2)cc1,IN_DOMAIN,0.558463316935505,moderate,0.8490649067928403,0.8460746177183939,68.15111073251143,True,49.76045293675835,True,36.85303649948163,False
[*]c1ccc(-c2ccc(C3([*])CCCCC3)cc2)cc1,aromatic_hc,560.15,440.9461880932122,119.20381190678779,446.2777907287146,435.6145854577097,5.331602635502435,0.37209302,[*]c1ccc(OC(=O)Oc2ccc(C3([*])CCCCC3)cc2C)c(C)c1,IN_DOMAIN,0.5161959495335715,moderate,0.7621431950016321,0.7927645025082244,66.23542815892688,False,48.3617195702727,False,35.81712205807469,False
[*]c1ccc(-c2ccc(C3([*])c4ccccc4-c4ccccc43)cc2)cc1,aromatic_hc,570.15,449.6235196376614,120.52648036233859,430.3858318001432,468.86120747517964,19.237687837518223,0.3448276,[*]Oc1c(-c2ccccc2)cc([*])cc1-c1ccccc1,IN_DOMAIN,0.4697418730774842,low,0.7052503449059899,0.725007409613898,142.36317362683738,True,103.94630292953327,False,76.98356163913604,False
[*]c1ccc(-c2ccc(N(c3ccc(C)cc3)c3ccc(C(c4ccccc4)c4ccc(N([*])c5ccc(C)cc5)cc4)cc3)cc2)cc1,aromatic_hc,512.15,462.24550857231964,49.90449142768034,455.13323268253833,469.357784462101,7.11227588978133,0.7058824,[*]c1ccc(C(c2ccccc2)c2ccc(N([*])c3ccc(C)cc3)cc2)cc1,IN_DOMAIN,0.5590313256448207,moderate,0.8477765424763967,0.8410670284253009,75.98358073342781,True,55.47932164880185,True,41.08848181684117,False
[*]c1ccc(-c2ccc(N(c3ccc(OC)cc3)c3ccc4ccc(N([*])c5ccc(OC)cc5)cc4c3)cc2)cc1,polyether,505.15,474.7915564234651,30.358443576534853,455.39777573412573,494.1853371128045,19.393780689339394,0.53333336,[*]c1ccc(Oc2ccc(N(c3ccccc3)c3ccc(-c4ccc(N([*])c5ccccc5)cc4)cc3)cc2)cc1,IN_DOMAIN,0.4955198596943966,low,0.8128080686613613,0.7980817616268476,143.21769139515078,True,104.57022806790226,True,77.44564617696128,True
[*]c1ccc(-c2ccc(N(c3ccccc3)c3ccc(-c4ccc(N(c5ccccc5)c5ccc(-c6ccc(-n7c(=O)c8cc9c(=O)n([*])c(=O)c9cc8c7=O)cc6)cc5)cc4)cc3)cc2)cc1,aromatic_hc,493.15,644.1678628149234,151.01786281492343,638.1052828253983,650.2304428044487,6.062579989525204,0.65789473,[*]c1ccc(-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)cc1,IN_DOMAIN,0.5550312314178782,moderate,0.8482816417602385,0.8447409640761973,70.23710491708349,False,51.28353912467329,False,37.98104775264331,False
[*]c1ccc(-c2ccc(N3C(=O)c4c(c(-c5ccccc5)c(-c5ccc(Oc6ccc(-c7c(-c8ccccc8)c8c(c(-c9ccccc9)c7-c7ccccc7)C(=O)N([*])C8=O)cc6)cc5)c(-c5ccccc5)c4-c4ccccc4)C3=O)cc2)cc1,polyimide,672.15,610.8346113269841,61.31538867301583,613.288077369409,608.3811452845592,2.453466042424907,0.9189189,[*]c1ccc(N2C(=O)c3c(c(-c4ccccc4)c(-c4ccc(Oc5ccc(-c6c(-c7ccccc7)c7c(c(-c8ccccc8)c6-c6ccccc6)C(=O)N([*])C7=O)cc5)cc4)c(-c4ccccc4)c3-c3ccccc3)C2=O)cc1,IN_DOMAIN,0.6060424232653389,moderate,0.8537592863946328,0.8573728628910483,50.47930076601229,False,36.85740178038415,False,27.296921408952183,False
[*]c1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Oc5cc(OC(=O)c6ccc7c(c6)C(=O)N([*])C7=O)ccc5C56CC7CC(CC(C7)C5)C6)cc4C3=O)cc2C)c(C)c1,polyimide,498.15,533.0353679966709,34.88536799667088,514.0819481746021,551.9887878187396,18.95341982206878,0.69863015,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Oc5ccc(C(C)(C)c6ccc(OC(=O)c7ccc8c(c7)C(=O)N([*])C8=O)cc6)cc5)cc4C3=O)cc2C)c(C)c1,IN_DOMAIN,0.5215087359405042,moderate,0.82349237365531,0.7996230246622947,140.80697122979856,True,102.81004358899432,True,76.14203780889723,True
[*]c1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Oc5ccc(C6(c7ccc(OC(=O)c8ccc9c(c8)C(=O)N([*])C9=O)cc7)C7CC8CC(C7)CC6C8)cc5)cc4C3=O)cc2C)c(C)c1,polyimide,495.15,518.8665580262455,23.71655802624548,513.6947196031734,524.0383964493175,5.171838423072018,0.71428573,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Oc5ccc(C(C)(C)c6ccc(OC(=O)c7ccc8c(c7)C(=O)N([*])C8=O)cc6)cc5)cc4C3=O)cc2C)c(C)c1,IN_DOMAIN,0.5663671840948725,moderate,0.8502636371636262,0.8478585595587834,65.36081182211478,True,47.72311948587383,True,35.34416912396788,True
[*]c1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Oc5ccc(C6(c7ccc(OC(=O)c8ccc9c(c8)C(=O)N([*])C9=O)cc7)CC7CC6C6CCCC76)cc5)cc4C3=O)cc2C)c(C)c1,polyimide,499.15,522.9279369116259,23.777936911625943,516.1216186507925,529.7342551724594,6.80631826083345,0.66233766,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Oc5ccc(C(C)(C)c6ccc(OC(=O)c7ccc8c(c7)C(=O)N([*])C8=O)cc6)cc5)cc4C3=O)cc2C)c(C)c1,IN_DOMAIN,0.5533806574112572,moderate,0.8474494565139213,0.8421378801266185,74.30864029101393,True,54.256365864798035,True,40.182749825164464,True
[*]c1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Oc5ccc(C6(c7ccc(OC(=O)c8ccc9c(c8)C(=O)N([*])C9=O)cc7)CCC(C(C)(C)C)CC6)cc5)cc4C3=O)cc2C)c(C)c1,polyimide,490.15,517.0508759173698,26.90087591736983,508.20364293650675,525.8981088982329,8.847232980863055,0.7222222,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Oc5ccc(C(C)(C)c6ccc(OC(=O)c7ccc8c(c7)C(=O)N([*])C8=O)cc6)cc5)cc4C3=O)cc2C)c(C)c1,IN_DOMAIN,0.5561059650013112,moderate,0.8455059184439394,0.8349946786065149,85.48146384782656,True,62.414189776892506,True,46.22450717755136,True
[*]c1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Oc5ccc(C6(c7ccc(OC(=O)c8ccc9c(c8)C(=O)N([*])C9=O)cc7)CCCCCCCCCCC6)cc5)cc4C3=O)cc2C)c(C)c1,polyimide,477.15,518.4094594983637,41.25945949836375,514.3674829365067,522.4514360602208,4.041976561857041,0.7352941,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Oc5ccc(C(C)(C)c6ccc(OC(=O)c7ccc8c(c7)C(=O)N([*])C8=O)cc6)cc5)cc4C3=O)cc2C)c(C)c1,IN_DOMAIN,0.57309244884631,moderate,0.8516975063274905,0.8518130760730359,59.175473897390646,True,43.20690231211098,True,31.999418292302508,False
[*]c1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2C)c(C)c1,polyimide,658.15,598.981749825918,59.168250174082004,606.9314394444449,591.032060207391,7.949689618526918,0.7234042,[*]c1cc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)ccc1C,IN_DOMAIN,0.5590867731475792,moderate,0.8468182265233272,0.8381360803746912,80.56793486812252,True,58.826582400871814,False,43.56749306752439,False
[*]c1ccc(-c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([*])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2-c2ccc(C)cc2)c(-c2ccc(C)cc2)c1,fluoropolymer,559.15,629.027631788286,69.87763178828607,625.9630694365086,632.0921941400636,3.0645623517775107,0.73214287,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([*])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2C)c(C)c1,IN_DOMAIN,0.5756511491441015,moderate,0.8526695011884395,0.8552340258083142,53.8246983828794,False,39.30003989559018,False,29.10596104388315,False
[*]c1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2C)c(C)c1,polyimide,598.15,557.668773213413,40.481226786586944,568.4157393578638,546.9218070689624,10.74696614445071,0.6666667,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([*])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2C)c(C)c1,IN_DOMAIN,0.5417488121316754,moderate,0.841659296024217,0.828345612533958,95.88140032409562,True,70.0076911007937,True,51.8483221738548,True
[*]c1ccc(-c2ccc(N3C(=O)c4cccc(-c5ccc6c(c5)C(=O)N([*])C6=O)c4C3=O)cc2C)c(C)c1,polyimide,645.15,601.9703699494105,43.17963005058948,594.746342531746,609.194397367075,7.224027417664502,0.627451,[*]c1cc(C)c(-c2c(C)cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2C)c(C)c1,IN_DOMAIN,0.5468235465692399,moderate,0.8458636883517842,0.8406758980777097,76.59535548863406,True,55.92600826310841,True,41.419301918535,False
[*]c1ccc(-c2ccc(Oc3ccc(-c4ccc(Oc5ccc([*])cc5C(F)(F)F)cc4)cc3)c(C(F)(F)F)c2)cc1,fluoropolymer,476.65,465.42886472791656,11.221135272083416,469.11883706349124,461.7388923923418,3.6899723355747085,0.68292683,[*]c1ccc(Oc2ccc(-c3ccc(-c4ccc(Oc5ccc(C([*])(C)C)cc5)c(C(F)(F)F)c4)cc3)cc2C(F)(F)F)cc1,IN_DOMAIN,0.5662155206638854,moderate,0.8514577563540059,0.853045090865024,57.24845505975504,True,41.79989178582957,True,30.957373712320404,True
[*]c1ccc(-c2ccc(Oc3ccc(C(c4ccc(Oc5ccc([*])cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c2)cc1,fluoropolymer,480.65,464.7535654418879,15.896434558112105,465.7359034126975,463.77122747107825,0.982337970809624,0.5833333,[*]c1ccc(Oc2ccc(-c3ccc(-c4ccc(Oc5ccc(C([*])(C)C)cc5)c(C(F)(F)F)c4)cc3)cc2C(F)(F)F)cc1,IN_DOMAIN,0.5596606784136637,moderate,0.8501786311061601,0.8625218111417018,42.42572840832301,True,30.977095443918266,True,22.94191394305696,True
[*]c1ccc(-c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc([*])cc6C(F)(F)F)cc5)c5ccccc5-c5ccccc54)cc3)c(C(F)(F)F)c2)cc1,fluoropolymer,510.15,480.1189644748557,30.03103552514426,479.2225370634911,481.0153918862204,0.8964274113646695,0.5555556,[*]C(=O)c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(C(=O)c6ccc([*])cc6)cc5C(F)(F)F)cc4)c4ccccc4-c4ccccc43)cc2)c(C(F)(F)F)c1,IN_DOMAIN,0.5558298917154131,moderate,0.8477603145094453,0.8628224980997592,41.955417957364226,True,30.63369882412648,True,22.68759133512031,False
[*]c1ccc(-c2ccc(Oc3ccc(Sc4ccc(Oc5ccc([*])cc5C(F)(F)F)cc4)cc3)c(C(F)(F)F)c2)cc1,fluoropolymer,437.65,453.16859834290597,15.518598342905989,466.0803613492055,440.25683533660646,12.911763006299509,0.59574467,[*]c1ccc(Oc2ccc(-c3ccc(-c4ccc(Oc5ccc(C([*])(C)C)cc5)c(C(F)(F)F)c4)cc3)cc2C(F)(F)F)cc1,IN_DOMAIN,0.5243973415612905,moderate,0.8349944458071669,0.8207688235174873,107.73240670687456,True,78.66068940155616,True,58.25681010729934,True
[*]c1ccc(-c2ccc([Si](C)(C)c3ccc4c(c3)C(=O)N(c3cccc(Cc5cccc(N6C(=O)c7ccc([Si]([*])(C)C)cc7C6=O)c5)c3)C4=O)cc2)cc1,polyimide,558.15,530.4365595760694,27.713440423930592,513.8765026190456,546.9966165330933,16.560056957023846,0.73214287,[*]O[Si](C)(C)c1ccc2c(c1)C(=O)N(c1cccc(Cc3cccc(N4C(=O)c5ccc([Si]([*])(C)C)cc5C4=O)c3)c1)C2=O,IN_DOMAIN,0.5338197946273511,moderate,0.8303611621426342,0.8079997946899521,127.70469863793508,True,93.24343474484854,True,69.05692173574487,True
[*]c1ccc(-c2ccc3c(c2)C(=O)N(CCCCCCCCCCCCN2C(=O)c4ccc([*])cc4C2=O)C3=O)cc1,polyimide,359.15,392.6121572002651,33.462157200265096,384.9541728513525,400.2701415491776,7.657984348912549,0.6486486,[*]Oc1ccc2c(c1)C(=O)N(CCCCCCCCCCCCN1C(=O)c3ccc([*])cc3C1=O)C2=O,IN_DOMAIN,0.5486557274631909,moderate,0.8459689359552256,0.8391570488183416,78.97101782107094,True,57.66059530675671,True,42.70395259710382,True
[*]c1ccc(-c2ccc3c(c2)C(=O)N(CCCCCCCCCCCN2C(=O)c4ccc([*])cc4C2=O)C3=O)cc1,polyimide,362.15,392.6121572002651,30.462157200265096,384.9541728513525,400.2701415491776,7.657984348912549,0.6486486,[*]Oc1ccc2c(c1)C(=O)N(CCCCCCCCCCCCN1C(=O)c3ccc([*])cc3C1=O)C2=O,IN_DOMAIN,0.5486557274631909,moderate,0.8459689359552256,0.8391570488183416,78.97101782107094,True,57.66059530675671,True,42.70395259710382,True
[*]c1ccc(-c2ccc3c(c2)C(=O)N(CCCCCCCCCCN2C(=O)c4ccc([*])cc4C2=O)C3=O)cc1,polyimide,376.15,392.6121572002651,16.462157200265096,384.9541728513525,400.2701415491776,7.657984348912549,0.6486486,[*]Oc1ccc2c(c1)C(=O)N(CCCCCCCCCCCCN1C(=O)c3ccc([*])cc3C1=O)C2=O,IN_DOMAIN,0.5486557274631909,moderate,0.8459689359552256,0.8391570488183416,78.97101782107094,True,57.66059530675671,True,42.70395259710382,True
[*]c1ccc(-c2ccc3c(c2)C(=O)N(CCCCCCCCCN2C(=O)c4ccc([*])cc4C2=O)C3=O)cc1,polyimide,377.15,392.6121572002651,15.462157200265096,384.9541728513525,400.2701415491776,7.657984348912549,0.6486486,[*]Oc1ccc2c(c1)C(=O)N(CCCCCCCCCCCCN1C(=O)c3ccc([*])cc3C1=O)C2=O,IN_DOMAIN,0.5486557274631909,moderate,0.8459689359552256,0.8391570488183416,78.97101782107094,True,57.66059530675671,True,42.70395259710382,True
[*]c1ccc(-c2ccc3c(c2)C(=O)N(CCCCCCCCN2C(=O)c4ccc([*])cc4C2=O)C3=O)cc1,polyimide,393.15,392.6121572002651,0.5378427997349036,384.9541728513525,400.2701415491776,7.657984348912549,0.6486486,[*]Oc1ccc2c(c1)C(=O)N(CCCCCCCCCCCCN1C(=O)c3ccc([*])cc3C1=O)C2=O,IN_DOMAIN,0.5486557274631909,moderate,0.8459689359552256,0.8391570488183416,78.97101782107094,True,57.66059530675671,True,42.70395259710382,True
[*]c1ccc(-c2ccc3c(c2)C(=O)N(CCCCCCCN2C(=O)c4ccc([*])cc4C2=O)C3=O)cc1,polyimide,408.15,392.6121572002651,15.537842799734904,384.9541728513525,400.2701415491776,7.657984348912549,0.6486486,[*]Oc1ccc2c(c1)C(=O)N(CCCCCCCCCCCCN1C(=O)c3ccc([*])cc3C1=O)C2=O,IN_DOMAIN,0.5486557274631909,moderate,0.8459689359552256,0.8391570488183416,78.97101782107094,True,57.66059530675671,True,42.70395259710382,True
[*]c1ccc(-c2ccc3c(c2)C(=O)N(CCCCCCN2C(=O)c4ccc([*])cc4C2=O)C3=O)cc1,polyimide,414.15,392.6121572002651,21.537842799734904,384.9541728513525,400.2701415491776,7.657984348912549,0.6486486,[*]Oc1ccc2c(c1)C(=O)N(CCCCCCCCCCCCN1C(=O)c3ccc([*])cc3C1=O)C2=O,IN_DOMAIN,0.5486557274631909,moderate,0.8459689359552256,0.8391570488183416,78.97101782107094,True,57.66059530675671,True,42.70395259710382,True
[*]c1ccc(-c2ccc3ccc4ccc(-c5ccc(-c6cc(CCCCCC)c([*])cc6CCCCCC)cc5)nc4c3n2)cc1,aromatic_hc,463.15,354.95557969981496,108.19442030018502,340.8953169264063,369.01584247322364,14.060262773408681,0.5263158,[*]c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1cc(-c3cc(CCCCCC)c([*])cc3CCCCCC)ccc1-2,IN_DOMAIN,0.5106529336601467,moderate,0.8253594998428855,0.8167490743326051,114.01977634903434,True,83.25140491318822,False,61.65673507429934,False
[*]c1ccc(-c2ccc3nc([*])cc(-c4ccccc4)c3c2)cc1,aromatic_hc,656.15,595.9403661821265,60.20963381787351,598.7947574458876,593.0859749183653,2.8543912637611584,0.425,[*]c1ccc(-c2cnc3cc(-c4ccc5nc([*])cnc5c4)ccc3n2)cc1,IN_DOMAIN,0.5311218925248617,moderate,0.8068719246887649,0.8384696413056719,52.67413365809953,False,38.45995642192802,False,28.483787709632548,False
[*]c1ccc(-c2cnc3cc(Oc4ccc5nc([*])cnc5c4)ccc3n2)cc1,polyether,579.15,597.2384260605907,18.088426060590677,620.9735510425696,573.5033010786116,23.735124981979027,0.8918919,[*]c1ccc(Oc2ccc(-c3cnc4cc(Oc5ccc6nc([*])cnc6c5)ccc4n3)cc2)cc1,IN_DOMAIN,0.5370244444880374,moderate,0.8081469206983879,0.7828870566026088,166.9840317057026,True,121.9231933503599,True,90.29740746903423,True
[*]c1ccc(-c2cnc3ccc(-c4ccc5ncc([*])nc5c4)cc3n2)cc1,aromatic_hc,649.15,637.6200082229234,11.529991777076589,638.4418325000008,636.798183945846,0.8218242770774395,0.9354839,[*]c1ccc(-c2cnc3cc(-c4ccc5nc([*])cnc5c4)ccc3n2)cc1,IN_DOMAIN,0.6135884944952856,moderate,0.8552098457469611,0.8630836090697644,41.54700909637844,True,30.33549957707674,True,22.46674230567902,True
[*]c1ccc(-c2cnc3ccc(Oc4ccc5ncc([*])nc5c4)cc3n2)cc1,polyether,579.15,599.2781872510666,20.128187251066606,625.0530734235217,573.5033010786116,25.77488617245507,0.84210527,[*]c1ccc(Oc2ccc(-c3cnc4cc(Oc5ccc6nc([*])cnc6c5)ccc4n3)cc2)cc1,IN_DOMAIN,0.5236683811628046,moderate,0.7997868809831853,0.7757478924359428,178.15054035771152,True,130.07640644217707,True,96.33575000668486,True
